2 	-5.88397 	1.07553e-17 	-0.00206282
2 	-5.65577 	1.249e-17 	-0.00245978
2 	-5.43516 	1.70003e-17 	-0.00322082
2 	-5.22188 	2.32453e-17 	-0.00432298
2 	-5.01569 	2.32453e-17 	-0.00574786
2 	-4.81636 	2.15106e-17 	-0.00748256
2 	-4.62366 	2.15106e-17 	-0.00951778
2 	-4.43736 	2.15106e-17 	-0.011847
2 	-4.25725 	2.15106e-17 	-0.0144658
2 	-4.08314 	2.15106e-17 	-0.0173714
2 	-3.91481 	2.15106e-17 	-0.0205622
2 	-3.75208 	2.15106e-17 	-0.0240369
2 	-3.59476 	1.97758e-17 	-0.0277946
2 	-3.44266 	1.80411e-17 	-0.0318345
2 	-3.29563 	1.80411e-17 	-0.036155
2 	-3.15348 	1.80411e-17 	-0.040754
2 	-3.01607 	1.80411e-17 	-0.0456285
2 	-2.88321 	1.63064e-17 	-0.0507739
2 	-2.75478 	1.45717e-17 	-0.0561846
2 	-2.63062 	1.2837e-17 	-0.0618531
2 	-2.51058 	1.11022e-17 	-0.0677703
2 	-2.39453 	1.11022e-17 	-0.0739252
2 	-2.28235 	1.11022e-17 	-0.0803047
2 	-2.17389 	1.11022e-17 	-0.0868943
2 	-2.06904 	1.11022e-17 	-0.093677
2 	-1.96767 	1.11022e-17 	-0.100635
2 	-1.86968 	1.11022e-17 	-0.107747
2 	-1.77494 	1.11022e-17 	-0.114994
2 	-1.68335 	1.11022e-17 	-0.122351
2 	-1.59481 	9.36751e-18 	-0.129797
2 	-1.50921 	8.32667e-18 	-0.137301
2 	-1.42646 	9.02056e-18 	-0.144829
2 	-1.34646 	9.02056e-18 	-0.152325
2 	-1.26911 	9.02056e-18 	-0.159701
2 	-1.19434 	9.02056e-18 	-0.166818
2 	-1.12206 	9.02056e-18 	-0.173479
2 	-1.05218 	9.02056e-18 	-0.179441
2 	-0.98462 	9.02056e-18 	-0.184469
2 	-0.919308 	9.02056e-18 	-0.188412
2 	-0.856167 	9.02056e-18 	-0.19127
2 	-0.795126 	9.02056e-18 	-0.193191
2 	-0.736114 	9.02056e-18 	-0.194409
2 	-0.692107 	9.02056e-18 	-0.194892
2 	-0.661733 	8.18292e-18 	-0.195511
2 	-0.630624 	7.00694e-18 	-0.19605
2 	-0.598802 	8.83494e-18 	-0.196421
2 	-0.579342 	9.89952e-18 	-0.196665
2 	-0.562917 	1.06439e-17 	-0.195243
2 	-0.533114 	1.70003e-17 	-0.195428
2 	-0.499304 	1.97758e-17 	-0.195512
2 	-0.464891 	1.79777e-17 	-0.195499
2 	-0.429909 	1.50794e-17 	-0.195391
2 	-0.394394 	1.46853e-17 	-0.195193
2 	-0.364702 	1.65428e-17 	-0.194911
2 	-0.346579 	1.59595e-17 	-0.194044
2 	-0.32192 	1.59595e-17 	-0.193788
2 	-0.285043 	1.31839e-17 	-0.193475
2 	-0.247798 	1.04083e-17 	-0.193116
2 	-0.21023 	9.02056e-18 	-0.192723
2 	-0.172387 	5.55112e-18 	-0.19231
2 	-0.134316 	5.21136e-18 	-0.19189
2 	-0.096068 	7.69563e-18 	-0.191476
2 	-0.057692 	1.26738e-17 	-0.191082
2 	-0.0192392 	1.75266e-17 	-0.190718
2 	0.0192392 	1.62255e-17 	-0.190395
2 	0.057692 	1.33244e-17 	-0.19012
2 	0.096068 	1.13819e-17 	-0.189897
2 	0.134316 	8.6808e-18 	-0.189729
2 	0.172387 	6.93889e-18 	-0.189606
2 	0.21023 	8.67362e-18 	-0.189518
2 	0.247798 	8.67362e-18 	-0.189672
2 	0.285043 	9.71445e-18 	-0.189693
2 	0.32192 	1.14492e-17 	-0.189772
2 	0.346579 	9.85127e-18 	-0.189889
2 	0.364702 	6.61822e-18 	-0.188334
2 	0.394394 	6.35864e-18 	-0.188393
