2 	-5.88397 	1.07553e-17 	1.06309 	-0.00017339 	0
2 	-5.65577 	1.249e-17 	1.06397 	-0.000513992 	0
2 	-5.43516 	1.70003e-17 	1.06564 	-0.000858203 	0
2 	-5.22188 	2.32453e-17 	1.06805 	-0.00120705 	0
2 	-5.01569 	2.32453e-17 	1.07115 	-0.00156704 	0
2 	-4.81636 	2.15106e-17 	1.0749 	-0.00194207 	0
2 	-4.62366 	2.15106e-17 	1.07925 	-0.00233432 	0
2 	-4.43736 	2.15106e-17 	1.08419 	-0.00274651 	0
2 	-4.25725 	2.15106e-17 	1.08968 	-0.00317972 	0
2 	-4.08314 	2.15106e-17 	1.0957 	-0.00363503 	0
2 	-3.91481 	2.15106e-17 	1.10222 	-0.00411281 	0
2 	-3.75208 	2.15106e-17 	1.10921 	-0.00461319 	0
2 	-3.59476 	1.97758e-17 	1.11667 	-0.00513596 	0
2 	-3.44266 	1.80411e-17 	1.12455 	-0.0056809 	0
2 	-3.29563 	1.80411e-17 	1.13284 	-0.00624763 	0
2 	-3.15348 	1.80411e-17 	1.1415 	-0.00683607 	0
2 	-3.01607 	1.80411e-17 	1.15051 	-0.00744625 	0
2 	-2.88321 	1.63064e-17 	1.15984 	-0.00807874 	0
2 	-2.75478 	1.45717e-17 	1.16945 	-0.00873469 	0
2 	-2.63062 	1.2837e-17 	1.17932 	-0.00941598 	0
2 	-2.51058 	1.11022e-17 	1.1894 	-0.0101255 	0
2 	-2.39453 	1.11022e-17 	1.19966 	-0.0108672 	0
2 	-2.28235 	1.11022e-17 	1.21006 	-0.0116463 	0
2 	-2.17389 	1.11022e-17 	1.22056 	-0.0124696 	0
2 	-2.06904 	1.11022e-17 	1.23113 	-0.0133453 	0
2 	-1.96767 	1.11022e-17 	1.24173 	-0.0142835 	0
2 	-1.86968 	1.11022e-17 	1.25233 	-0.0152961 	0
2 	-1.77494 	1.11022e-17 	1.2629 	-0.0163967 	0
2 	-1.68335 	1.11022e-17 	1.27341 	-0.0175991 	0
2 	-1.59481 	9.36751e-18 	1.28376 	-0.0189124 	0
