2 	-5.88397 	1.07553e-17 	-0.0416665
2 	-5.65577 	1.249e-17 	-0.0421108
2 	-5.43516 	1.70003e-17 	-0.0429638
2 	-5.22188 	2.32453e-17 	-0.0442009
2 	-5.01569 	2.32453e-17 	-0.0458037
2 	-4.81636 	2.15106e-17 	-0.0477605
2 	-4.62366 	2.15106e-17 	-0.0500645
2 	-4.43736 	2.15106e-17 	-0.0527128
2 	-4.25725 	2.15106e-17 	-0.055706
2 	-4.08314 	2.15106e-17 	-0.0590478
2 	-3.91481 	2.15106e-17 	-0.0627441
2 	-3.75208 	2.15106e-17 	-0.0668031
2 	-3.59476 	1.97758e-17 	-0.0712348
2 	-3.44266 	1.80411e-17 	-0.0760511
2 	-3.29563 	1.80411e-17 	-0.0812649
2 	-3.15348 	1.80411e-17 	-0.0868908
2 	-3.01607 	1.80411e-17 	-0.0929443
2 	-2.88321 	1.63064e-17 	-0.099442
2 	-2.75478 	1.45717e-17 	-0.106401
2 	-2.63062 	1.2837e-17 	-0.113841
2 	-2.51058 	1.11022e-17 	-0.121779
2 	-2.39453 	1.11022e-17 	-0.130236
2 	-2.28235 	1.11022e-17 	-0.139231
2 	-2.17389 	1.11022e-17 	-0.148789
2 	-2.06904 	1.11022e-17 	-0.158932
2 	-1.96767 	1.11022e-17 	-0.169686
2 	-1.86968 	1.11022e-17 	-0.181077
2 	-1.77494 	1.11022e-17 	-0.193134
2 	-1.68335 	1.11022e-17 	-0.205887
2 	-1.59481 	9.36751e-18 	-0.219372
2 	-1.50921 	8.32667e-18 	-0.233624
2 	-1.42646 	9.02056e-18 	-0.248681
2 	-1.34646 	9.02056e-18 	-0.264575
2 	-1.26911 	9.02056e-18 	-0.281303
2 	-1.19434 	9.02056e-18 	-0.298788
2 	-1.12206 	9.02056e-18 	-0.316823
2 	-1.05218 	9.02056e-18 	-0.335015
2 	-0.98462 	9.02056e-18 	-0.352753
2 	-0.919308 	9.02056e-18 	-0.369274
2 	-0.856167 	9.02056e-18 	-0.383874
2 	-0.795126 	9.02056e-18 	-0.396202
2 	-0.736114 	9.02056e-18 	-0.406161
2 	-0.692107 	9.02056e-18 	-0.410749
2 	-0.661733 	8.18292e-18 	-0.41522
2 	-0.630624 	7.00694e-18 	-0.419422
2 	-0.598802 	8.83494e-18 	-0.42281
2 	-0.579342 	9.89952e-18 	-0.425564
2 	-0.562917 	1.06439e-17 	-0.422274
2 	-0.533114 	1.70003e-17 	-0.424868
2 	-0.499304 	1.97758e-17 	-0.426867
2 	-0.464891 	1.79777e-17 	-0.428242
2 	-0.429909 	1.50794e-17 	-0.428965
2 	-0.394394 	1.46853e-17 	-0.429024
2 	-0.364702 	1.65428e-17 	-0.428451
2 	-0.346579 	1.59595e-17 	-0.424686
2 	-0.32192 	1.59595e-17 	-0.424002
2 	-0.285043 	1.31839e-17 	-0.422777
2 	-0.247798 	1.04083e-17 	-0.421114
2 	-0.21023 	9.02056e-18 	-0.419157
2 	-0.172387 	5.55112e-18 	-0.417082
2 	-0.134316 	5.21136e-18 	-0.415086
2 	-0.096068 	7.69563e-18 	-0.413368
2 	-0.057692 	1.26738e-17 	-0.412107
2 	-0.0192392 	1.75266e-17 	-0.411438
2 	0.0192392 	1.62255e-17 	-0.411434
2 	0.057692 	1.33244e-17 	-0.412096
2 	0.096068 	1.13819e-17 	-0.413349
2 	0.134316 	8.6808e-18 	-0.415059
2 	0.172387 	6.93889e-18 	-0.417048
2 	0.21023 	8.67362e-18 	-0.419116
2 	0.247798 	8.67362e-18 	-0.421067
2 	0.285043 	9.71445e-18 	-0.422723
2 	0.32192 	1.14492e-17 	-0.423943
2 	0.346579 	9.85127e-18 	-0.424621
2 	0.364702 	6.61822e-18 	-0.428389
2 	0.394394 	6.35864e-18 	-0.428958
2 	0.429909 	1.16966e-17 	-0.428896
2 	0.464891 	1.4248e-17 	-0.428167
2 	0.499304 	1.49186e-17 	-0.426783
2 	0.533114 	1.31839e-17 	-0.424772
2 	0.562917 	1.26014e-17 	-0.422161
2 	0.579342 	1.35918e-17 	-0.425495
2 	0.598802 	1.36922e-17 	-0.422742
2 	0.630624 	1.60275e-17 	-0.419365
2 	0.661733 	1.82443e-17 	-0.415186
2 	0.692107 	1.94289e-17 	-0.410725
2 	0.736114 	1.94289e-17 	-0.406143
2 	0.795126 	1.94289e-17 	-0.396188
2 	0.856167 	1.94289e-17 	-0.383867
2 	0.919308 	1.94289e-17 	-0.369273
2 	0.98462 	2.11636e-17 	-0.352759
2 	1.05218 	2.28983e-17 	-0.335028
2 	1.12206 	2.28983e-17 	-0.316841
2 	1.19434 	2.28983e-17 	-0.298808
2 	1.26911 	2.28983e-17 	-0.281325
2 	1.34646 	2.28983e-17 	-0.264596
2 	1.42646 	2.18575e-17 	-0.248699
2 	1.50921 	2.11636e-17 	-0.233637
2 	1.59481 	2.15106e-17 	-0.219382
2 	1.68335 	2.15106e-17 	-0.205895
2 	1.77494 	2.15106e-17 	-0.193141
2 	1.86968 	2.15106e-17 	-0.181084
2 	1.96767 	2.15106e-17 	-0.169693
2 	2.06904 	2.18575e-17 	-0.158939
2 	2.17389 	2.04697e-17 	-0.148796
2 	2.28235 	1.8735e-17 	-0.139238
2 	2.39453 	2.32453e-17 	-0.130243
2 	2.51058 	2.77556e-17 	-0.121786
2 	2.63062 	2.77556e-17 	-0.113847
2 	2.75478 	2.77556e-17 	-0.106408
2 	2.88321 	2.77556e-17 	-0.099448
2 	3.01607 	2.77556e-17 	-0.09295
2 	3.15348 	2.60209e-17 	-0.0868963
2 	3.29563 	2.42861e-17 	-0.0812701
2 	3.44266 	2.60209e-17 	-0.0760559
2 	3.59476 	2.77556e-17 	-0.0712394
2 	3.75208 	2.77556e-17 	-0.0668074
2 	3.91481 	2.77556e-17 	-0.0627481
2 	4.08314 	2.77556e-17 	-0.0590516
2 	4.25725 	2.94903e-17 	-0.0557097
2 	4.43736 	3.1225e-17 	-0.0527163
2 	4.62366 	3.1225e-17 	-0.0500678
2 	4.81636 	3.1225e-17 	-0.0477637
2 	5.01569 	3.1225e-17 	-0.0458068
2 	5.22188 	3.1225e-17 	-0.0442039
2 	5.43516 	3.1225e-17 	-0.0429668
2 	5.65577 	3.1225e-17 	-0.0421136
2 	5.88397 	3.07748e-17 	-0.0416693
